month_year,state_name,volume_in_cr,value_in_cr,users_in_lakhs,transactions_in_lakhs
October 2021,Mizoram,71.75,125.90,58.50,117.40
November 2021,Mizoram,77.25,134.70,62.35,124.80
December 2021,Mizoram,83.5,144.70,66.85,133.00
January 2022,Mizoram,89.75,154.70,71.35,141.20
February 2022,Mizoram,96,164.70,75.85,149.40
March 2022,Mizoram,102.25,174.70,80.35,157.60
April 2022,Mizoram,108.5,184.70,84.85,165.80
May 2022,Mizoram,115.5,195.90,90.00,175.00
June 2022,Mizoram,127.25,217.15,100.50,191.25
July 2022,Mizoram,139,238.40,111.00,207.50
August 2022,Mizoram,150.75,259.65,121.50,223.75
September 2022,Mizoram,162.5,280.90,132.00,240.00
October 2022,Mizoram,182.25,317.20,148.50,270.00
November 2022,Mizoram,197.7,340.50,161.35,292.50
December 2022,Mizoram,214.4,366.30,175.70,317.50
January 2023,Mizoram,231.1,392.10,190.05,342.50
February 2023,Mizoram,241.65,412.70,198.55,359.60
March 2023,Mizoram,252.2,433.30,207.05,376.70
April 2023,Mizoram,262.75,453.90,215.55,393.80
May 2023,Mizoram,276.9,478.60,226.30,413.50
June 2023,Mizoram,305.6,531.05,250.95,459.00
July 2023,Mizoram,334.3,583.50,275.60,504.50
August 2023,Mizoram,363,635.95,300.25,550.00
September 2023,Mizoram,391.7,688.35,324.90,595.50
October 2023,Mizoram,420.4,740.80,349.55,641.00
April 2016,Nagaland,0.05,0.25,0.01,0.05
May 2016,Nagaland,0.06,0.30,0.02,0.10
June 2016,Nagaland,0.07,0.35,0.03,0.15
July 2016,Nagaland,0.08,0.40,0.04,0.20
August 2016,Nagaland,0.09,0.45,0.05,0.25
September 2016,Nagaland,0.1,0.50,0.06,0.30
October 2016,Nagaland,0.12,0.55,0.08,0.35
November 2016,Nagaland,0.15,0.65,0.10,0.45
December 2016,Nagaland,0.2,0.75,0.15,0.55
January 2017,Nagaland,0.25,0.85,0.20,0.65
February 2017,Nagaland,0.3,0.95,0.25,0.75
March 2017,Nagaland,0.35,1.05,0.30,0.85
April 2017,Nagaland,0.4,1.15,0.35,0.95
May 2017,Nagaland,0.45,1.25,0.40,1.05
June 2017,Nagaland,0.5,1.35,0.45,1.15
July 2017,Nagaland,0.6,1.55,0.55,1.35
August 2017,Nagaland,0.7,1.75,0.65,1.55
September 2017,Nagaland,0.8,1.95,0.75,1.75
October 2017,Nagaland,0.9,2.15,0.85,1.95
November 2017,Nagaland,1,2.35,0.95,2.15
December 2017,Nagaland,1.2,2.70,1.10,2.45
January 2018,Nagaland,1.4,3.05,1.25,2.75
February 2018,Nagaland,1.6,3.40,1.40,3.05
March 2018,Nagaland,1.8,3.75,1.55,3.35
April 2018,Nagaland,2,4.10,1.70,3.65
May 2018,Nagaland,2.25,4.60,1.90,4.10
June 2018,Nagaland,2.5,5.10,2.10,4.55
July 2018,Nagaland,2.75,5.60,2.30,5.00
August 2018,Nagaland,3,6.10,2.50,5.45
September 2018,Nagaland,3.3,6.75,2.75,6.05
October 2018,Nagaland,3.6,7.40,3.00,6.65
November 2018,Nagaland,3.9,8.05,3.25,7.25
December 2018,Nagaland,4.35,8.90,3.60,8.00
January 2019,Nagaland,4.8,9.75,3.95,8.75
February 2019,Nagaland,5.25,10.60,4.30,9.50
March 2019,Nagaland,5.7,11.45,4.65,10.25
April 2019,Nagaland,6.15,12.30,5.00,11.00
May 2019,Nagaland,6.75,13.60,5.50,12.10
June 2019,Nagaland,7.35,14.90,6.00,13.20
July 2019,Nagaland,7.95,16.20,6.50,14.30
August 2019,Nagaland,8.55,17.50,7.00,15.40
September 2019,Nagaland,9.15,18.80,7.50,16.50
October 2019,Nagaland,9.75,20.10,8.00,17.60
November 2019,Nagaland,10.5,21.70,8.60,19.00
December 2019,Nagaland,11.4,23.60,9.30,20.70
January 2020,Nagaland,12.3,25.50,10.00,22.40
February 2020,Nagaland,13.2,27.40,10.70,24.10
March 2020,Nagaland,14.1,29.30,11.40,25.80
April 2020,Nagaland,15,31.10,12.10,27.50
May 2020,Nagaland,16,33.00,12.90,29.30
June 2020,Nagaland,18.25,37.60,14.75,33.40
July 2020,Nagaland,20.5,42.20,16.60,37.50
August 2020,Nagaland,22.75,46.80,18.45,41.60
September 2020,Nagaland,25,51.40,20.30,45.70
October 2020,Nagaland,27.25,56.00,22.15,49.80
November 2020,Nagaland,30,61.20,24.45,54.60
December 2020,Nagaland,33.25,67.40,27.30,60.40
January 2021,Nagaland,36.5,73.60,30.15,66.20
February 2021,Nagaland,39.75,79.80,33.00,72.00
March 2021,Nagaland,43,86.00,35.85,77.80
April 2021,Nagaland,46.25,92.20,38.70,83.60
May 2021,Nagaland,50.5,99.60,42.00,90.20
June 2021,Nagaland,54.75,107.00,45.30,96.80
July 2021,Nagaland,59,114.40,48.60,103.40
August 2021,Nagaland,63.25,121.80,51.90,110.00
September 2021,Nagaland,67.5,129.20,55.20,116.60
October 2021,Nagaland,71.75,136.60,58.50,123.20
November 2021,Nagaland,77.25,146.40,62.35,131.40
December 2021,Nagaland,83.5,157.40,66.85,140.70
January 2022,Nagaland,89.75,168.40,71.35,150.00
February 2022,Nagaland,96,179.40,75.85,159.30
March 2022,Nagaland,102.25,190.40,80.35,168.60
April 2022,Nagaland,108.5,201.40,84.85,177.90
May 2022,Nagaland,115.5,213.70,90.00,188.10
June 2022,Nagaland,127.25,236.90,100.50,208.90
July 2022,Nagaland,139,260.10,111.00,229.70
August 2022,Nagaland,150.75,283.30,121.50,250.50
September 2022,Nagaland,162.5,306.50,132.00,271.30
October 2022,Nagaland,182.25,347.00,148.50,306.00
November 2022,Nagaland,197.7,373.20,161.35,331.95
December 2022,Nagaland,214.4,402.80,175.70,360.45
January 2023,Nagaland,231.1,432.40,190.05,388.95
February 2023,Nagaland,241.65,454.00,198.55,408.30
March 2023,Nagaland,252.2,475.60,207.05,427.65
April 2023,Nagaland,262.75,497.20,215.55,447.00
May 2023,Nagaland,276.9,523.20,226.30,472.50
June 2023,Nagaland,305.6,580.90,250.95,525.50
July 2023,Nagaland,334.3,638.60,275.60,578.50
August 2023,Nagaland,363,696.30,300.25,631.50
September 2023,Nagaland,391.7,754.00,324.90,684.50
October 2023,Nagaland,420.4,811.70,349.55,737.50
April 2016,Odisha,100,500.00,50.00,250.00
May 2016,Odisha,110,550.00,55.00,275.00
June 2016,Odisha,120,600.00,60.00,300.00
July 2016,Odisha,130,650.00,65.00,325.00
August 2016,Odisha,140,700.00,70.00,350.00
September 2016,Odisha,150,750.00,75.00,375.00
October 2016,Odisha,160,800.00,80.00,400.00
November 2016,Odisha,170,850.00,85.00,425.00
December 2016,Odisha,180,900.00,90.00,450.00
January 2017,Odisha,190,950.00,95.00,475.00
February 2017,Odisha,200,"1,000.00",100.00,500.00
March 2017,Odisha,210,"1,050.00",105.00,525.00
April 2017,Odisha,220,"1,100.00",110.00,550.00
May 2017,Odisha,230,"1,150.00",115.00,575.00
June 2017,Odisha,240,"1,200.00",120.00,600.00
July 2017,Odisha,250,"1,250.00",125.00,625.00
August 2017,Odisha,260,"1,300.00",130.00,650.00
September 2017,Odisha,270,"1,350.00",135.00,675.00
October 2017,Odisha,280,"1,400.00",140.00,700.00
November 2017,Odisha,290,"1,450.00",145.00,725.00
December 2017,Odisha,300,"1,500.00",150.00,750.00
January 2018,Odisha,310,"1,550.00",155.00,775.00
February 2018,Odisha,320,"1,600.00",160.00,800.00
March 2018,Odisha,330,"1,650.00",165.00,825.00
April 2018,Odisha,340,"1,700.00",170.00,850.00
May 2018,Odisha,350,"1,750.00",175.00,875.00
June 2018,Odisha,360,"1,800.00",180.00,900.00
July 2018,Odisha,370,"1,850.00",185.00,925.00
August 2018,Odisha,380,"1,900.00",190.00,950.00
September 2018,Odisha,390,"1,950.00",195.00,975.00
October 2018,Odisha,400,"2,000.00",200.00,"1,000.00"
November 2018,Odisha,420,"2,100.00",210.00,"1,050.00"
December 2018,Odisha,440,"2,200.00",220.00,"1,100.00"
January 2019,Odisha,460,"2,300.00",230.00,"1,150.00"
February 2019,Odisha,480,"2,400.00",240.00,"1,200.00"
March 2019,Odisha,500,"2,500.00",250.00,"1,250.00"
April 2019,Odisha,520,"2,600.00",260.00,"1,300.00"
May 2019,Odisha,560,"2,800.00",280.00,"1,400.00"
June 2019,Odisha,600,"3,000.00",300.00,"1,500.00"
July 2019,Odisha,640,"3,200.00",320.00,"1,600.00"
August 2019,Odisha,680,"3,400.00",340.00,"1,700.00"
September 2019,Odisha,720,"3,600.00",360.00,"1,800.00"
October 2019,Odisha,760,"3,800.00",380.00,"1,900.00"
November 2019,Odisha,800,"4,000.00",400.00,"2,000.00"
December 2019,Odisha,840,"4,200.00",420.00,"2,100.00"
January 2020,Odisha,880,"4,400.00",440.00,"2,200.00"
February 2020,Odisha,920,"4,600.00",460.00,"2,300.00"
March 2020,Odisha,960,"4,800.00",480.00,"2,400.00"
April 2020,Odisha,980,"4,900.00",490.00,"2,450.00"
May 2020,Odisha,1000,"5,000.00",500.00,"2,500.00"
June 2020,Odisha,1120,"5,600.00",560.00,"2,800.00"
July 2020,Odisha,1280,"6,400.00",640.00,"3,200.00"
August 2020,Odisha,1440,"7,200.00",720.00,"3,600.00"
September 2020,Odisha,1600,"8,000.00",800.00,"4,000.00"
October 2020,Odisha,1760,"8,800.00",880.00,"4,400.00"
November 2020,Odisha,1920,"9,600.00",960.00,"4,800.00"
December 2020,Odisha,2080,"10,400.00","1,040.00","5,200.00"
January 2021,Odisha,2240,"11,200.00","1,120.00","5,600.00"
February 2021,Odisha,2400,"12,000.00","1,200.00","6,000.00"
March 2021,Odisha,2560,"12,800.00","1,280.00","6,400.00"
April 2021,Odisha,2662,"13,344.00","1,331.00","6,673.00"
May 2021,Odisha,2850,"14,250.00","1,425.00","7,125.00"
June 2021,Odisha,3038,"15,168.00","1,517.00","7,584.00"
July 2021,Odisha,3229,"16,085.00","1,608.00","8,042.00"
August 2021,Odisha,3419,"17,004.00","1,700.00","8,501.00"
September 2021,Odisha,3608,"17,922.00","1,791.00","8,960.00"
October 2021,Odisha,3798,"18,841.00","1,883.00","9,419.00"
November 2021,Odisha,4031,"19,894.00","1,983.00","9,942.00"
December 2021,Odisha,4279,"21,081.00","2,100.00","10,513.00"
January 2022,Odisha,4527,"22,270.00","2,217.00","11,084.00"
February 2022,Odisha,4776,"23,458.00","2,335.00","11,656.00"
March 2022,Odisha,5024,"24,646.00","2,452.00","12,228.00"
April 2022,Odisha,5272,"25,834.00","2,569.00","12,799.00"
May 2022,Odisha,5568,"27,335.00","2,702.00","13,474.00"
June 2022,Odisha,6144,"30,240.00","2,993.00","14,928.00"
July 2022,Odisha,6721,"33,162.00","3,285.00","16,391.00"
August 2022,Odisha,7298,"36,062.00","3,576.00","17,831.00"
September 2022,Odisha,7874,"38,979.00","3,867.00","19,271.00"
October 2022,Odisha,8925,"44,348.00","4,373.00","21,809.00"
November 2022,Odisha,9534,"47,206.00","4,656.00","23,190.00"
December 2022,Odisha,10186,"50,321.00","4,962.00","24,689.00"
January 2023,Odisha,10838,"53,437.00","5,268.00","26,188.00"
February 2023,Odisha,11335,"55,794.00","5,506.00","27,375.00"
March 2023,Odisha,11833,"58,151.00","5,745.00","28,562.00"
April 2023,Odisha,12330,"60,508.00","5,983.00","29,748.00"
May 2023,Odisha,13023,"64,042.00","6,317.00","31,436.00"
June 2023,Odisha,14387,"70,884.00","6,992.00","34,784.00"
July 2023,Odisha,15751,"77,725.00","7,668.00","38,133.00"
August 2023,Odisha,17115,"84,567.00","8,343.00","41,481.00"
September 2023,Odisha,18479,"91,408.00","9,019.00","44,829.00"
October 2023,Odisha,19843,"98,250.00","9,694.00","48,178.00"
April 2016,Puducherry,5,25,2.5,12.50
May 2016,Puducherry,5.5,27.5,2.75,13.75
June 2016,Puducherry,6,30,3,15.00
July 2016,Puducherry,6.5,32.5,3.25,16.25
August 2016,Puducherry,7,35,3.5,17.50
September 2016,Puducherry,7.5,37.5,3.75,18.75
October 2016,Puducherry,8,40,4,20.00
November 2016,Puducherry,8.5,42.5,4.25,21.25
December 2016,Puducherry,9,45,4.5,22.50
January 2017,Puducherry,9.5,47.5,4.75,23.75
February 2017,Puducherry,10,50,5,25.00
March 2017,Puducherry,10.5,52.5,5.25,26.25
April 2017,Puducherry,11,55,5.5,27.50
May 2017,Puducherry,11.5,57.5,5.75,28.75
June 2017,Puducherry,12,60,6,30.00
July 2017,Puducherry,12.5,62.5,6.25,31.25
August 2017,Puducherry,13,65,6.5,32.50
September 2017,Puducherry,13.5,67.5,6.75,33.75
October 2017,Puducherry,14,70,7,35.00
November 2017,Puducherry,14.5,72.5,7.25,36.25
December 2017,Puducherry,15,75,7.5,37.50
January 2018,Puducherry,15.5,77.5,7.75,38.75
February 2018,Puducherry,16,80,8,40.00
March 2018,Puducherry,16.5,82.5,8.25,41.25
April 2018,Puducherry,17,85,8.5,42.50
May 2018,Puducherry,17.5,87.5,8.75,43.75
June 2018,Puducherry,18,90,9,45.00
July 2018,Puducherry,18.5,92.5,9.25,46.25
August 2018,Puducherry,19,95,9.5,47.50
September 2018,Puducherry,19.5,97.5,9.75,48.75
October 2018,Puducherry,20,100,10,50.00
November 2018,Puducherry,21,105,10.5,52.50
December 2018,Puducherry,22,110,11,55.00
January 2019,Puducherry,23,115,11.5,57.50
February 2019,Puducherry,24,120,12,60.00
March 2019,Puducherry,25,125,12.5,62.50
April 2019,Puducherry,26,130,13,65.00
May 2019,Puducherry,28,140,14,70.00
June 2019,Puducherry,30,150,15,75.00
July 2019,Puducherry,32,160,16,80.00
August 2019,Puducherry,34,170,17,85.00
September 2019,Puducherry,36,180,18,90.00
October 2019,Puducherry,38,190,19,95.00
November 2019,Puducherry,40,200,20,100.00
December 2019,Puducherry,42,210,21,105.00
January 2020,Puducherry,44,220,22,110.00
February 2020,Puducherry,46,230,23,115.00
March 2020,Puducherry,48,240,24,120.00
April 2020,Puducherry,49,245,24.5,122.50
May 2020,Puducherry,50,250,25,125.00
June 2020,Puducherry,56,280,28,140.00
July 2020,Puducherry,64,320,32,160.00
August 2020,Puducherry,72,360,36,180.00
September 2020,Puducherry,80,400,40,200.00
October 2020,Puducherry,88,440,44,220.00
November 2020,Puducherry,96,480,48,240.00
December 2020,Puducherry,104,520,52,260.00
January 2021,Puducherry,112,560,56,280.00
February 2021,Puducherry,120,600,60,300.00
March 2021,Puducherry,128,640,64,320.00
April 2021,Puducherry,134,672,67,336.00
May 2021,Puducherry,144,720,72,360.00
June 2021,Puducherry,154,768,77,384.00
July 2021,Puducherry,164,816,82,408.00
August 2021,Puducherry,174,864,86,432.00
September 2021,Puducherry,184,912,91,456.00
October 2021,Puducherry,192,960,96,480.00
November 2021,Puducherry,202,1008,101,504.00
December 2021,Puducherry,212,1056,106,528.00
January 2022,Puducherry,228,1128,113,564.00
February 2022,Puducherry,240,1200,120,600.00
March 2022,Puducherry,252,1272,127,636.00
April 2022,Puducherry,264,1344,134,672.00
May 2022,Puducherry,280,1416,142,712.00
June 2022,Puducherry,304,1520,160,800.00
July 2022,Puducherry,336,1672,167,840.00
August 2022,Puducherry,368,1824,191,960.00
September 2022,Puducherry,400,1976,198,992.00
October 2022,Puducherry,448,2240,224,"1,120.00"
November 2022,Puducherry,478,2390,239,"1,195.00"
December 2022,Puducherry,510,2550,255,"1,275.00"
January 2023,Puducherry,542,2710,271,"1,355.00"
February 2023,Puducherry,568,2832,283,"1,416.00"
March 2023,Puducherry,594,2954,295,"1,477.00"
April 2023,Puducherry,620,3076,308,"1,538.00"
May 2023,Puducherry,656,3280,328,"1,640.00"
June 2023,Puducherry,728,3640,364,"1,820.00"
July 2023,Puducherry,800,4000,400,"2,000.00"
August 2023,Puducherry,872,4360,436,"2,180.00"
September 2023,Puducherry,944,4720,472,"2,360.00"
October 2023,Puducherry,1016,5080,508,"2,540.00"
April 2016,Punjab,200,"1,000.00",100.00,500.00
May 2016,Punjab,220,"1,100.00",110.00,550.00
June 2016,Punjab,240,"1,200.00",120.00,600.00
July 2016,Punjab,260,"1,300.00",130.00,650.00
August 2016,Punjab,280,"1,400.00",140.00,700.00
September 2016,Punjab,300,"1,500.00",150.00,750.00
October 2016,Punjab,320,"1,600.00",160.00,800.00
November 2016,Punjab,340,"1,700.00",170.00,850.00
December 2016,Punjab,360,"1,800.00",180.00,900.00
January 2017,Punjab,380,"1,900.00",190.00,950.00
February 2017,Punjab,400,"2,000.00",200.00,"1,000.00"
March 2017,Punjab,420,"2,100.00",210.00,"1,050.00"
April 2017,Punjab,440,"2,200.00",220.00,"1,100.00"
May 2017,Punjab,460,"2,300.00",230.00,"1,150.00"
June 2017,Punjab,480,"2,400.00",240.00,"1,200.00"
July 2017,Punjab,500,"2,500.00",250.00,"1,250.00"
August 2017,Punjab,520,"2,600.00",260.00,"1,300.00"
September 2017,Punjab,540,"2,700.00",270.00,"1,350.00"
October 2017,Punjab,560,"2,800.00",280.00,"1,400.00"
November 2017,Punjab,580,"2,900.00",290.00,"1,450.00"
December 2017,Punjab,600,"3,000.00",300.00,"1,500.00"
January 2018,Punjab,620,"3,100.00",310.00,"1,550.00"
February 2018,Punjab,640,"3,200.00",320.00,"1,600.00"
March 2018,Punjab,660,"3,300.00",330.00,"1,650.00"
April 2018,Punjab,680,"3,400.00",340.00,"1,700.00"
May 2018,Punjab,700,"3,500.00",350.00,"1,750.00"
June 2018,Punjab,720,"3,600.00",360.00,"1,800.00"
July 2018,Punjab,740,"3,700.00",370.00,"1,850.00"
August 2018,Punjab,760,"3,800.00",380.00,"1,900.00"
September 2018,Punjab,780,"3,900.00",390.00,"1,950.00"
October 2018,Punjab,800,"4,000.00",400.00,"2,000.00"
November 2018,Punjab,850,"4,250.00",425.00,"2,125.00"
December 2018,Punjab,900,"4,500.00",450.00,"2,250.00"
January 2019,Punjab,950,"4,750.00",475.00,"2,375.00"
February 2019,Punjab,1000,"5,000.00",500.00,"2,500.00"
March 2019,Punjab,1050,"5,250.00",525.00,"2,625.00"
April 2019,Punjab,1100,"5,500.00",550.00,"2,750.00"
May 2019,Punjab,1200,"6,000.00",600.00,"3,000.00"
June 2019,Punjab,1300,"6,500.00",650.00,"3,250.00"
July 2019,Punjab,1400,"7,000.00",700.00,"3,500.00"
August 2019,Punjab,1500,"7,500.00",750.00,"3,750.00"
September 2019,Punjab,1600,"8,000.00",800.00,"4,000.00"
October 2019,Punjab,1700,"8,500.00",850.00,"4,250.00"
November 2019,Punjab,1800,"9,000.00",900.00,"4,500.00"
December 2019,Punjab,1900,"9,500.00",950.00,"4,750.00"
January 2020,Punjab,2000,"10,000.00","1,000.00","5,000.00"
February 2020,Punjab,2100,"10,500.00","1,050.00","5,250.00"
March 2020,Punjab,2200,"11,000.00","1,100.00","5,500.00"
April 2020,Punjab,2250,"11,250.00","1,125.00","5,625.00"
May 2020,Punjab,2300,"11,500.00","1,150.00","5,750.00"
June 2020,Punjab,2600,"13,000.00","1,300.00","6,500.00"
July 2020,Punjab,2900,"14,500.00","1,450.00","7,250.00"
August 2020,Punjab,3200,"16,000.00","1,600.00","8,000.00"
September 2020,Punjab,3500,"17,500.00","1,750.00","8,750.00"
October 2020,Punjab,3800,"19,000.00","1,900.00","9,500.00"
November 2020,Punjab,4100,"20,500.00","2,100.00","10,250.00"
December 2020,Punjab,4400,"22,000.00","2,300.00","11,000.00"
January 2021,Punjab,4700,"23,500.00","2,400.00","11,750.00"
February 2021,Punjab,5000,"25,000.00","2,500.00","12,500.00"
March 2021,Punjab,5300,"26,500.00","2,600.00","13,250.00"
April 2021,Punjab,5600,"27,840.00","2,736.00","13,632.00"
May 2021,Punjab,6000,"30,000.00","2,880.00","14,400.00"
June 2021,Punjab,6400,"32,000.00","3,072.00","15,360.00"
July 2021,Punjab,6800,"34,000.00","3,264.00","16,320.00"
August 2021,Punjab,7200,"36,000.00","3,456.00","17,280.00"
September 2021,Punjab,7600,"38,000.00","3,648.00","18,240.00"
October 2021,Punjab,8000,"40,000.00","3,840.00","19,200.00"
November 2021,Punjab,8500,"42,500.00","4,032.00","20,160.00"
December 2021,Punjab,9000,"45,000.00","4,224.00","21,120.00"
January 2022,Punjab,9500,"47,500.00","4,464.00","22,320.00"
February 2022,Punjab,10000,"50,000.00","4,704.00","23,520.00"
March 2022,Punjab,10500,"52,500.00","4,944.00","24,720.00"
April 2022,Punjab,11000,"55,000.00","5,184.00","25,920.00"
May 2022,Punjab,11700,"58,500.00","5,472.00","27,360.00"
June 2022,Punjab,13000,"65,000.00","6,080.00","30,400.00"
July 2022,Punjab,14500,"71,500.00","6,688.00","33,420.00"
August 2022,Punjab,16000,"80,000.00","7,296.00","36,480.00"
September 2022,Punjab,17500,"85,000.00","7,904.00","39,520.00"
October 2022,Punjab,20000,"100,000.00","8,960.00","44,800.00"
November 2022,Punjab,21500,"107,500.00","9,568.00","47,890.00"
December 2022,Punjab,23000,"115,000.00","10,320.00","51,200.00"
January 2023,Punjab,25500,"127,500.00","11,370.00","56,370.00"
February 2023,Punjab,27000,"135,000.00","12,100.00","60,600.00"
March 2023,Punjab,28500,"142,500.00","12,830.00","64,830.00"
April 2023,Punjab,30000,"150,000.00","13,560.00","69,060.00"
May 2023,Punjab,31500,"157,500.00","14,256.00","72,640.00"
June 2023,Punjab,35000,"175,000.00","15,840.00","80,720.00"
July 2023,Punjab,40000,"200,000.00","17,920.00","89,600.00"
August 2023,Punjab,45000,"225,000.00","20,000.00","100,000.00"
September 2023,Punjab,50000,"250,000.00","22,080.00","110,400.00"
October 2023,Punjab,55000,"275,000.00","24,160.00","120,800.00"
April 2016,Rajasthan,150,750.00,75.00,375.00
May 2016,Rajasthan,165,825.00,82.50,412.50
June 2016,Rajasthan,180,900.00,90.00,450.00
July 2016,Rajasthan,195,975.00,97.50,487.50
August 2016,Rajasthan,210,"1,050.00",105.00,525.00
September 2016,Rajasthan,225,"1,125.00",112.50,562.50
October 2016,Rajasthan,240,"1,200.00",120.00,600.00
November 2016,Rajasthan,255,"1,275.00",127.50,637.50
December 2016,Rajasthan,270,"1,350.00",135.00,675.00
January 2017,Rajasthan,285,"1,425.00",142.50,712.50
February 2017,Rajasthan,300,"1,500.00",150.00,750.00
March 2017,Rajasthan,315,"1,575.00",157.50,787.50
April 2017,Rajasthan,330,"1,650.00",165.00,825.00
May 2017,Rajasthan,345,"1,725.00",172.50,862.50
June 2017,Rajasthan,360,"1,800.00",180.00,900.00
July 2017,Rajasthan,375,"1,875.00",187.50,937.50
August 2017,Rajasthan,390,"1,950.00",195.00,975.00
September 2017,Rajasthan,405,"2,025.00",202.50,"1,012.50"
October 2017,Rajasthan,420,"2,100.00",210.00,"1,050.00"
November 2017,Rajasthan,435,"2,175.00",217.50,"1,087.50"
December 2017,Rajasthan,450,"2,250.00",225.00,"1,125.00"
January 2018,Rajasthan,465,"2,325.00",232.50,"1,162.50"
February 2018,Rajasthan,480,"2,400.00",240.00,"1,200.00"
March 2018,Rajasthan,495,"2,475.00",247.50,"1,237.50"
April 2018,Rajasthan,510,"2,550.00",255.00,"1,275.00"
May 2018,Rajasthan,525,"2,625.00",262.50,"1,312.50"
June 2018,Rajasthan,540,"2,700.00",270.00,"1,350.00"
July 2018,Rajasthan,555,"2,775.00",277.50,"1,387.50"
August 2018,Rajasthan,570,"2,850.00",285.00,"1,425.00"
September 2018,Rajasthan,585,"2,925.00",292.50,"1,462.50"
October 2018,Rajasthan,600,"3,000.00",300.00,"1,500.00"
November 2018,Rajasthan,630,"3,150.00",315.00,"1,575.00"
December 2018,Rajasthan,660,"3,300.00",330.00,"1,650.00"
January 2019,Rajasthan,690,"3,450.00",345.00,"1,725.00"
February 2019,Rajasthan,720,"3,600.00",360.00,"1,800.00"
March 2019,Rajasthan,750,"3,750.00",375.00,"1,875.00"
April 2019,Rajasthan,780,"3,900.00",390.00,"1,950.00"
May 2019,Rajasthan,840,"4,200.00",420.00,"2,100.00"
June 2019,Rajasthan,900,"4,500.00",450.00,"2,250.00"
July 2019,Rajasthan,960,"4,800.00",480.00,"2,400.00"
August 2019,Rajasthan,1020,"5,100.00",510.00,"2,550.00"
September 2019,Rajasthan,1080,"5,400.00",540.00,"2,700.00"
October 2019,Rajasthan,1140,"5,700.00",570.00,"2,850.00"
November 2019,Rajasthan,1200,"6,000.00",600.00,"3,000.00"
December 2019,Rajasthan,1260,"6,300.00",630.00,"3,150.00"
January 2020,Rajasthan,1320,"6,600.00",660.00,"3,300.00"
February 2020,Rajasthan,1380,"6,900.00",690.00,"3,450.00"
March 2020,Rajasthan,1440,"7,200.00",720.00,"3,600.00"
April 2020,Rajasthan,1470,"7,350.00",735.00,"3,675.00"
May 2020,Rajasthan,1500,"7,500.00",750.00,"3,750.00"
June 2020,Rajasthan,1680,"8,400.00",840.00,"4,200.00"
July 2020,Rajasthan,1920,"9,600.00",960.00,"4,800.00"
August 2020,Rajasthan,2160,"10,800.00","1,080.00","5,400.00"
September 2020,Rajasthan,2400,"12,000.00","1,200.00","6,000.00"
October 2020,Rajasthan,2640,"13,200.00","1,320.00","6,600.00"
November 2020,Rajasthan,2880,"14,400.00","1,440.00","7,200.00"
December 2020,Rajasthan,3120,"15,600.00","1,560.00","7,800.00"
January 2021,Rajasthan,3360,"16,800.00","1,680.00","8,400.00"
February 2021,Rajasthan,3600,"18,000.00","1,800.00","9,000.00"
March 2021,Rajasthan,3840,"19,200.00","1,920.00","9,600.00"
April 2021,Rajasthan,3989,"20,168.00","2,052.00","10,032.00"
May 2021,Rajasthan,4320,"21,600.00","2,160.00","10,800.00"
June 2021,Rajasthan,4656,"23,040.00","2,304.00","11,520.00"
July 2021,Rajasthan,4992,"24,480.00","2,448.00","12,240.00"
August 2021,Rajasthan,5328,"25,920.00","2,592.00","12,960.00"
September 2021,Rajasthan,5664,"27,360.00","2,736.00","13,680.00"
October 2021,Rajasthan,6000,"28,800.00","2,880.00","14,400.00"
November 2021,Rajasthan,6360,"30,240.00","3,024.00","15,120.00"
December 2021,Rajasthan,6720,"31,680.00","3,168.00","15,840.00"
January 2022,Rajasthan,7128,"33,264.00","3,384.00","16,704.00"
February 2022,Rajasthan,7536,"34,848.00","3,600.00","17,280.00"
March 2022,Rajasthan,7944,"36,432.00","3,816.00","17,856.00"
April 2022,Rajasthan,8352,"38,016.00","4,032.00","18,432.00"
May 2022,Rajasthan,8832,"39,840.00","4,272.00","19,296.00"
June 2022,Rajasthan,9792,"44,160.00","4,704.00","21,504.00"
July 2022,Rajasthan,10752,"48,480.00","5,136.00","23,712.00"
August 2022,Rajasthan,11712,"52,800.00","5,568.00","25,920.00"
September 2022,Rajasthan,12672,"57,120.00","6,000.00","28,128.00"
October 2022,Rajasthan,14336,"64,896.00","6,720.00","31,680.00"
November 2022,Rajasthan,15342,"69,312.00","7,160.00","33,744.00"
December 2022,Rajasthan,16344,"73,920.00","7,632.00","36,096.00"
January 2023,Rajasthan,17412,"78,712.00","8,064.00","38,304.00"
February 2023,Rajasthan,18204,"82,944.00","8,400.00","40,176.00"
March 2023,Rajasthan,18996,"87,176.00","8,736.00","42,048.00"
April 2023,Rajasthan,19788,"91,408.00","9,072.00","43,920.00"
May 2023,Rajasthan,20904,"96,912.00","9,576.00","46,368.00"
June 2023,Rajasthan,23136,"107,520.00","10,608.00","51,456.00"
July 2023,Rajasthan,25392,"118,480.00","11,648.00","56,688.00"
August 2023,Rajasthan,27640,"129,280.00","12,672.00","61,872.00"
September 2023,Rajasthan,29856,"139,920.00","13,728.00","67,056.00"
October 2023,Rajasthan,32088,"150,720.00","14,784.00","72,240.00"
April 2016,Sikkim,0.05,0.25,0.01,0.05
May 2016,Sikkim,0.06,0.30,0.02,0.10
June 2016,Sikkim,0.07,0.35,0.03,0.15
July 2016,Sikkim,0.08,0.40,0.04,0.20
